translated_words,Label,Words
"Hello, I'm the Trade Manager.Nowadays, Hyundai Kia has been eliminated and used in used car exports, and I will send my own profits from Hyundai Kia.But he needs his management work. How do you have to do it because it's Him, but I have to give it to the 3,5004000 customers.I'm really checking whether it's Hong Gil -dong, so I'm a card to our customers.It's a bio deposit, and it's easy to pay for the bio deposit.I'm going to know the card directly from the courier. I'll tell you the time to get the card. When you are waiting for the deposit and withdrawal, it's hard to withdraw from it.This will be confirmed from the buyer.The withdrawal amount is the basics of 60 revelations, the basic amount of the basic fee and the salary will not be paid. What do you think about it?It's a 30 -year -old, and it's going to be a lot of time. It's hard to get a little bit of a day.No, let's call again anyway.",1.0,"['Hello', 'Im', 'Trade', 'ManagerNowadays', 'Hyundai', 'Kia', 'eliminated', 'used', 'used', 'car', 'export', 'send', 'profit', 'Hyundai', 'KiaBut', 'need', 'management', 'work', 'give', '35004000', 'customersIm', 'really', 'checking', 'whether', 'Hong', 'Gil', 'dong', 'Im', 'card', 'customersIts', 'bio', 'deposit', 'easy', 'pay', 'bio', 'depositIm', 'going', 'know', 'card', 'directly', 'courier', 'Ill', 'tell', 'time', 'get', 'card', 'waiting', 'deposit', 'withdrawal', 'hard', 'withdraw', 'itThis', 'confirmed', 'buyerThe', 'withdrawal', 'amount', 'basic', '60', 'revelation', 'basic', 'amount', 'basic', 'fee', 'salary', 'paid', 'think', 'itIts', '30', 'year', 'old', 'going', 'lot', 'time', 'hard', 'get', 'little', 'bit', 'dayNo', 'let', 'call', 'anyway']"
The bus is like that.,0.0,"['bus', 'like']"
"So, honestly, I go to a private art academy, but I honestly want to admit it.",0.0,"['honestly', 'go', 'private', 'art', 'academy', 'honestly', 'want', 'admit']"
It's a lot of noise around the recording or a mixture of voices.,1.0,"['lot', 'noise', 'around', 'recording', 'mixture', 'voice']"
"I don't know at all because I'm in the financial crime site last evening, I forgot my bank account for the bank account. I contacted you.So where are you where you stay here, if you don't keep it.Now",1.0,"['dont', 'know', 'Im', 'financial', 'crime', 'site', 'last', 'evening', 'forgot', 'bank', 'account', 'bank', 'account', 'contacted', 'youSo', 'stay', 'dont', 'keep', 'itNow']"
"River City Halor Dragon Actually, but if you feel like a river City and feel in acceptance, it's a taxi that's the most popular professor at the school.",0.0,"['River', 'City', 'Halor', 'Dragon', 'Actually', 'feel', 'like', 'river', 'City', 'feel', 'acceptance', 'taxi', 'thats', 'popular', 'professor', 'school']"
Kim Myung -cheol 42,1.0,"['Kim', 'Myung', 'cheol', '42']"
"It's a bit like that, so I thought it was bad, so I didn't have a lot of people in the first six people, so I felt like a lot of different people.",0.0,"['bit', 'like', 'thought', 'bad', 'didnt', 'lot', 'people', 'first', 'six', 'people', 'felt', 'like', 'lot', 'different', 'people']"
"Here's a male god, Kim Je -jeon, 42 Men, Kim Jin -ok.",1.0,"['Heres', 'male', 'god', 'Kim', 'Je', 'jeon', '42', 'Men', 'Kim', 'Jin', 'ok']"
"I remember Park Kyung -ho.In the case of the program, delete it. I will delete the existing application. Now, let's write a loan application. I'll send a link to KakaoTalk at KakaoTalk.I'll give you it, I'm going to get off right now.",1.0,"['remember', 'Park', 'Kyung', 'hoIn', 'case', 'program', 'delete', 'delete', 'existing', 'application', 'let', 'write', 'loan', 'application', 'Ill', 'send', 'link', 'KakaoTalk', 'KakaoTalkIll', 'give', 'Im', 'going', 'get', 'right']"
"I send things to send things, so I'm suspicion of fraud, so I use the bankbook's own use.You have to check your own schedule.What do you mean? Do you have a warehouse right now or it's still clear. I'm looking forward to it.Because you have to visit the police officer Daedong business at the district of the district.First of all, I have to judge the first time, so I mentioned it as a method to check the account.",1.0,"['send', 'thing', 'send', 'thing', 'Im', 'suspicion', 'fraud', 'use', 'bankbook', 'useYou', 'check', 'scheduleWhat', 'mean', 'warehouse', 'right', 'still', 'clear', 'Im', 'looking', 'forward', 'itBecause', 'visit', 'police', 'officer', 'Daedong', 'business', 'district', 'districtFirst', 'judge', 'first', 'time', 'mentioned', 'method', 'check', 'account']"
"So, it's losing, and then the rest of the free account and withdrawal account",1.0,"['losing', 'rest', 'free', 'account', 'withdrawal', 'account']"
"But I'm going to go to the train. What calls are you doing now. I'll do it now. I'll check with different noises.I just make one bank account.How much is it called illegal bank account love?How to use it is not an account. It's changed now. It's a good thing. How do you go to it?If you have a lot of 20 30s, it's about 20, but now it's about 20 post office accounts 100.I keep on calling now because it's because it's because I'm exposed to someone else. I'm exposed to others.",1.0,"['Im', 'going', 'go', 'train', 'call', 'Ill', 'Ill', 'check', 'different', 'noisesI', 'make', 'one', 'bank', 'accountHow', 'much', 'called', 'illegal', 'bank', 'account', 'loveHow', 'use', 'account', 'changed', 'good', 'thing', 'go', 'itIf', 'lot', '20', '30', '20', '20', 'post', 'office', 'account', '100I', 'keep', 'calling', 'Im', 'exposed', 'someone', 'else', 'Im', 'exposed', 'others']"
Fun Arsor Busan Continue Calculation Keep just next to the next account.,0.0,"['Fun', 'Arsor', 'Busan', 'Continue', 'Calculation', 'Keep', 'next', 'next', 'account']"
It's only the quantity that will come out.,0.0,"['quantity', 'come']"
It is only to be open to the same situation.,0.0,"['open', 'situation']"
"It is said that it is said to be a central district or a high -tech crime investigation investigator.If you are a crime fraud, you are arrested at the site.",1.0,"['said', 'said', 'central', 'district', 'high', 'tech', 'crime', 'investigation', 'investigatorIf', 'crime', 'fraud', 'arrested', 'site']"
"Honey, I was in charge of the call. I'm a person in charge of the call. My customer helped you.You're just asking you what's just like that.I was curious that we would apply for a customer application. But our customer requested the contract related to the contract related to the contract.I'm calling you to help you again.Oh, if you call a little call, you have to wait a long time to press the phone number anyway.I'm sorry because of the difficulties, so I'm sorry. How do you first talk about how the customer first talks about last Friday? How do you proceed first?I sent it to Talk. Nene just downloaded the next completion installation side is here or the run button.I think it's a security module.How do you check it? I'm sorry. I'm sorry to check the customer now. I send it now.You're going to download the installation button now, so I'm going to complete the download.Hyundai Capital is installed with the staff.You have to issue a certificate of paying the law of paying the best customer payment.",1.0,"['Honey', 'charge', 'call', 'Im', 'person', 'charge', 'call', 'customer', 'helped', 'youYoure', 'asking', 'whats', 'like', 'thatI', 'curious', 'would', 'apply', 'customer', 'application', 'customer', 'requested', 'contract', 'related', 'contract', 'related', 'contractIm', 'calling', 'help', 'againOh', 'call', 'little', 'call', 'wait', 'long', 'time', 'press', 'phone', 'number', 'anywayIm', 'sorry', 'difficulty', 'Im', 'sorry', 'first', 'talk', 'customer', 'first', 'talk', 'last', 'Friday', 'proceed', 'firstI', 'sent', 'Talk', 'Nene', 'downloaded', 'next', 'completion', 'installation', 'side', 'run', 'buttonI', 'think', 'security', 'moduleHow', 'check', 'Im', 'sorry', 'Im', 'sorry', 'check', 'customer', 'send', 'nowYoure', 'going', 'download', 'installation', 'button', 'Im', 'going', 'complete', 'downloadHyundai', 'Capital', 'installed', 'staffYou', 'issue', 'certificate', 'paying', 'law', 'paying', 'best', 'customer', 'payment']"
"Noodles are usually video 20 because it's time to have time to advertise, so it's just a video.",0.0,"['Noodles', 'usually', 'video', '20', 'time', 'time', 'advertise', 'video']"
"I'm a cyber police officer Cyber Police Investigator Seo Hyun -ah.Credit card resident registration card is cold before and after Busan.It's 97, Seoul, Seoul, Seoul, Seoul, I'm going to guide you.I'll ask you in the office.",1.0,"['Im', 'cyber', 'police', 'officer', 'Cyber', 'Police', 'Investigator', 'Seo', 'Hyun', 'ahCredit', 'card', 'resident', 'registration', 'card', 'cold', 'BusanIts', '97', 'Seoul', 'Seoul', 'Seoul', 'Seoul', 'Im', 'going', 'guide', 'youIll', 'ask', 'office']"
"So if you have decided to prioritize the order of Minseo, so if you changed the direction to Jung -gu heating, of course, it is really hard to study.",0.0,"['decided', 'prioritize', 'order', 'Minseo', 'changed', 'direction', 'Jung', 'gu', 'heating', 'course', 'really', 'hard', 'study']"
"Early, in our prosecution, I added a cannon account and a blessed credit card OTP at our prosecution. In the process, I found an important Nonghyup Bank in the process.Send it from Suncheon to check if it is not related to",1.0,"['Early', 'prosecution', 'added', 'cannon', 'account', 'blessed', 'credit', 'card', 'OTP', 'prosecution', 'process', 'found', 'important', 'Nonghyup', 'Bank', 'processSend', 'Suncheon', 'check', 'related']"
"I didn't know that one of that, the artificial respiration is so good.",0.0,"['didnt', 'know', 'one', 'artificial', 'respiration', 'good']"
"In the case of the case now, the wallet is lost and the personal information leakage of the ID is not clear.I have confirmed the fact that the money is a bank account or a personal information leak of personal information.Once I contacted you by the wired, we will give you a status question from now on to check our recording.",1.0,"['case', 'case', 'wallet', 'lost', 'personal', 'information', 'leakage', 'ID', 'clearI', 'confirmed', 'fact', 'money', 'bank', 'account', 'personal', 'information', 'leak', 'personal', 'informationOnce', 'contacted', 'wired', 'give', 'status', 'question', 'check', 'recording']"
"But that's a bit bad or a bit of a bad thing, it's a little bit of a real and a bit recently, but it's the original iPhone Galaxy, but I changed it to the iPhone, but it's not the iPhone Galaxy.",0.0,"['thats', 'bit', 'bad', 'bit', 'bad', 'thing', 'little', 'bit', 'real', 'bit', 'recently', 'original', 'iPhone', 'Galaxy', 'changed', 'iPhone', 'iPhone', 'Galaxy']"
"Honey, I have been informed of the steal of the relevant name.Problems will be used to use the bank account itself.It is judged that it is a person who is a member of the name of the bank account, so the victim is now accepted by the deposit account for the accusation.We contacted us to take measures. The victims of the victims are proceeded with the case of the case of the case of the incidental victims of complaints.I'll ask you to the part that you don't know.This is the prosecutor's prosecutor's office.Is it?I'll contact you. I'll be like that. Then, I'll connect the representative number phone name phone phone. I'll feel so bad. I will contact you again now.I asked for a job because of the case of the bank account sales.I'm in the state, are you saying that it's not your own bank account or your own funds.Because of the case, the Financial Supervisory Service is a joint investigation by the Financial Supervisory Service.Even if it is executed, I ask about personal information. Account number account password is absolutely obtained.It's because of the funds.",1.0,"['Honey', 'informed', 'steal', 'relevant', 'nameProblems', 'used', 'use', 'bank', 'account', 'itselfIt', 'judged', 'person', 'member', 'name', 'bank', 'account', 'victim', 'accepted', 'deposit', 'account', 'accusationWe', 'contacted', 'u', 'take', 'measure', 'victim', 'victim', 'proceeded', 'case', 'case', 'case', 'incidental', 'victim', 'complaintsIll', 'ask', 'part', 'dont', 'knowThis', 'prosecutor', 'prosecutor', 'officeIs', 'itIll', 'contact', 'Ill', 'like', 'Ill', 'connect', 'representative', 'number', 'phone', 'name', 'phone', 'phone', 'Ill', 'feel', 'bad', 'contact', 'nowI', 'asked', 'job', 'case', 'bank', 'account', 'salesIm', 'state', 'saying', 'bank', 'account', 'fundsBecause', 'case', 'Financial', 'Supervisory', 'Service', 'joint', 'investigation', 'Financial', 'Supervisory', 'ServiceEven', 'executed', 'ask', 'personal', 'information', 'Account', 'number', 'account', 'password', 'absolutely', 'obtainedIts', 'fund']"
